file,function,func_body,str_uncaught_exceptions,n_try_except,n_try_pass,n_finally,n_generic_except,n_raise,n_captures_broad_raise,n_captures_try_except_raise,n_captures_misplaced_bare_raise,n_try_else,n_try_return,str_except_identifiers,str_raise_identifiers,str_except_block,n_nested_try,n_bare_except,n_bare_raise_finally,str_captures_except,str_code_without_try_except,source_repo
/home/talescunha/Jairo/exception-miner-multi/projects/py/keras/keras/src/backend/numpy/random.py,normal,"def normal(shape, mean=0.0, stddev=1.0, dtype=None, seed=None):
    dtype = dtype or floatx()
    seed = draw_seed(seed)
    rng = np.random.default_rng(seed)
    return rng.normal(size=shape, loc=mean, scale=stddev).astype(dtype)",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,keras
/home/talescunha/Jairo/exception-miner-multi/projects/py/youtube-dl/youtube_dl/compat.py,compat_socket_create_connection,"def compat_socket_create_connection(address, timeout, source_address=None):
        host, port = address
        err = None
        for res in socket.getaddrinfo(host, port, 0, socket.SOCK_STREAM):
            af, socktype, proto, canonname, sa = res
            sock = None
            try:
                sock = socket.socket(af, socktype, proto)
                sock.settimeout(timeout)
                if source_address:
                    sock.bind(source_address)
                sock.connect(sa)
                return sock
            except socket.error as _:
                err = _
                if sock is not None:
                    sock.close()
        if err is not None:
            raise err
        else:
            raise socket.error('getaddrinfo returns an empty list')",,1,0,0,0,2,0,0,0,0,1,socket error,err,"err = _
                if sock is not None:
                    sock.close()",0,0,0,['except socket.error as _:\n                err = _\n                if sock is not None:\n                    sock.close()'],"def compat_socket_create_connection(address, timeout, source_address=None):
        host, port = address
        err = None
        for res in socket.getaddrinfo(host, port, 0, socket.SOCK_STREAM):
            af, socktype, proto, canonname, sa = res
            sock = None
            sock = socket.socket(af, socktype, proto)
                sock.settimeout(timeout)
                if source_address:
                    sock.bind(source_address)
                sock.connect(sa)
                return sock
        if err is not None:
            raise err
        else:
            raise socket.error('getaddrinfo returns an empty list')",youtube-dl
/home/talescunha/Jairo/exception-miner-multi/projects/py/transformers/tests/models/layoutlmv2/test_modeling_layoutlmv2.py,test_multi_gpu_data_parallel_forward,"def test_multi_gpu_data_parallel_forward(self):
        pass",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,transformers
/home/talescunha/Jairo/exception-miner-multi/projects/py/ansible/lib/ansible/modules/hostname.py,get_permanent_hostname,"def get_permanent_hostname(self):
        if not os.path.isfile(self.FILE):
            return ''

        try:
            return get_file_content(self.FILE, default='', strip=True)
        except Exception as e:
            self.module.fail_json(
                msg=""failed to read hostname: %s"" % to_native(e))",,1,0,0,1,0,0,0,0,0,1,Exception,,"self.module.fail_json(
                msg=""failed to read hostname: %s"" % to_native(e))",0,0,0,"['except Exception as e:\n            self.module.fail_json(\n                msg=""failed to read hostname: %s"" % to_native(e))']","def get_permanent_hostname(self):
        if not os.path.isfile(self.FILE):
            return ''

        return get_file_content(self.FILE, default='', strip=True)",ansible
/home/talescunha/Jairo/exception-miner-multi/projects/py/transformers/src/transformers/models/llama4/modeling_llama4.py,__init__,"def __init__(self, config):
        super().__init__()
        self.linear_1 = nn.Linear(
            config.vision_config.vision_output_dim,
            config.text_config.hidden_size,
            bias=False,
        )",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,transformers
/home/talescunha/Jairo/exception-miner-multi/projects/py/ansible/lib/ansible/playbook/attribute.py,__get__,"def __get__(self, obj, obj_type=None):
        if getattr(obj, '_squashed', False) or getattr(obj, '_finalized', False):
            value = getattr(obj, f'_{self.name}', Sentinel)
        else:
            try:
                value = obj._get_parent_attribute(self.name)
            except AttributeError:
                method = f'_get_attr_{self.name}'
                if hasattr(obj, method):
                    # NOTE this appears to be not needed in the codebase,
                    # _get_attr_connection has been replaced by ConnectionFieldAttribute.
                    # Leaving it here for test_attr_method from
                    # test/units/playbook/test_base.py to pass and for backwards compat.
                    if getattr(obj, '_squashed', False):
                        value = getattr(obj, f'_{self.name}', Sentinel)
                    else:
                        value = getattr(obj, method)()
                else:
                    value = getattr(obj, f'_{self.name}', Sentinel)

        if value is Sentinel:
            value = self.default
            if callable(value):
                value = value()

        return value",,1,0,0,0,0,0,0,0,0,0,AttributeError,,"method = f'_get_attr_{self.name}'
                if hasattr(obj, method):
                    # NOTE this appears to be not needed in the codebase,
                    # _get_attr_connection has been replaced by ConnectionFieldAttribute.
                    # Leaving it here for test_attr_method from
                    # test/units/playbook/test_base.py to pass and for backwards compat.
                    if getattr(obj, '_squashed', False):
                        value = getattr(obj, f'_{self.name}', Sentinel)
                    else:
                        value = getattr(obj, method)()
                else:
                    value = getattr(obj, f'_{self.name}', Sentinel)",0,0,0,"[""except AttributeError:\n                method = f'_get_attr_{self.name}'\n                if hasattr(obj, method):\n                    # NOTE this appears to be not needed in the codebase,\n                    # _get_attr_connection has been replaced by ConnectionFieldAttribute.\n                    # Leaving it here for test_attr_method from\n                    # test/units/playbook/test_base.py to pass and for backwards compat.\n                    if getattr(obj, '_squashed', False):\n                        value = getattr(obj, f'_{self.name}', Sentinel)\n                    else:\n                        value = getattr(obj, method)()\n                else:\n                    value = getattr(obj, f'_{self.name}', Sentinel)""]","def __get__(self, obj, obj_type=None):
        if getattr(obj, '_squashed', False) or getattr(obj, '_finalized', False):
            value = getattr(obj, f'_{self.name}', Sentinel)
        else:
            value = obj._get_parent_attribute(self.name)

        if value is Sentinel:
            value = self.default
            if callable(value):
                value = value()

        return value",ansible
/home/talescunha/Jairo/exception-miner-multi/projects/py/django/django/contrib/flatpages/views.py,flatpage,"def flatpage(request, url):
    """"""
    Public interface to the flat page view.

    Models: `flatpages.flatpages`
    Templates: Uses the template defined by the ``template_name`` field,
        or :template:`flatpages/default.html` if template_name is not defined.
    Context:
        flatpage
            `flatpages.flatpages` object
    """"""
    if not url.startswith(""/""):
        url = ""/"" + url
    site_id = get_current_site(request).id
    try:
        f = get_object_or_404(FlatPage, url=url, sites=site_id)
    except Http404:
        if not url.endswith(""/"") and settings.APPEND_SLASH:
            url += ""/""
            f = get_object_or_404(FlatPage, url=url, sites=site_id)
            return HttpResponsePermanentRedirect(""%s/"" % request.path)
        else:
            raise
    return render_flatpage(request, f)",,1,0,0,0,1,0,0,0,0,0,Http404,,"if not url.endswith(""/"") and settings.APPEND_SLASH:
            url += ""/""
            f = get_object_or_404(FlatPage, url=url, sites=site_id)
            return HttpResponsePermanentRedirect(""%s/"" % request.path)
        else:
            raise",0,0,0,"['except Http404:\n        if not url.endswith(""/"") and settings.APPEND_SLASH:\n            url += ""/""\n            f = get_object_or_404(FlatPage, url=url, sites=site_id)\n            return HttpResponsePermanentRedirect(""%s/"" % request.path)\n        else:\n            raise']","def flatpage(request, url):
    """"""
    Public interface to the flat page view.

    Models: `flatpages.flatpages`
    Templates: Uses the template defined by the ``template_name`` field,
        or :template:`flatpages/default.html` if template_name is not defined.
    Context:
        flatpage
            `flatpages.flatpages` object
    """"""
    if not url.startswith(""/""):
        url = ""/"" + url
    site_id = get_current_site(request).id
    f = get_object_or_404(FlatPage, url=url, sites=site_id)
    return render_flatpage(request, f)",django
/home/talescunha/Jairo/exception-miner-multi/projects/py/transformers/examples/legacy/multiple_choice/run_multiple_choice.py,main,"def main():
    # See all possible arguments in src/transformers/training_args.py
    # or by passing the --help flag to this script.
    # We now keep distinct sets of args, for a cleaner separation of concerns.

    parser = HfArgumentParser((ModelArguments, DataTrainingArguments, TrainingArguments))
    model_args, data_args, training_args = parser.parse_args_into_dataclasses()

    if (
        os.path.exists(training_args.output_dir)
        and os.listdir(training_args.output_dir)
        and training_args.do_train
        and not training_args.overwrite_output_dir
    ):
        raise ValueError(
            f""Output directory ({training_args.output_dir}) already exists and is not empty. Use""
            "" --overwrite_output_dir to overcome.""
        )

    # Setup logging
    logging.basicConfig(
        format=""%(asctime)s - %(levelname)s - %(name)s - %(message)s"",
        datefmt=""%m/%d/%Y %H:%M:%S"",
        level=logging.INFO if training_args.local_rank in [-1, 0] else logging.WARN,
    )
    logger.warning(
        ""Process rank: %s, device: %s, n_gpu: %s, distributed training: %s, 16-bits training: %s"",
        training_args.local_rank,
        training_args.device,
        training_args.n_gpu,
        bool(training_args.local_rank != -1),
        training_args.fp16,
    )
    # Set the verbosity to info of the Transformers logger (on main process only):
    if is_main_process(training_args.local_rank):
        transformers.utils.logging.set_verbosity_info()
        transformers.utils.logging.enable_default_handler()
        transformers.utils.logging.enable_explicit_format()
    logger.info(""Training/evaluation parameters %s"", training_args)

    # Set seed
    set_seed(training_args.seed)

    try:
        processor = processors[data_args.task_name]()
        label_list = processor.get_labels()
        num_labels = len(label_list)
    except KeyError:
        raise ValueError(""Task not found: %s"" % (data_args.task_name))

    # Load pretrained model and tokenizer
    #
    # Distributed training:
    # The .from_pretrained methods guarantee that only one local process can concurrently
    # download model & vocab.

    config = AutoConfig.from_pretrained(
        model_args.config_name if model_args.config_name else model_args.model_name_or_path,
        num_labels=num_labels,
        finetuning_task=data_args.task_name,
        cache_dir=model_args.cache_dir,
    )
    tokenizer = AutoTokenizer.from_pretrained(
        model_args.tokenizer_name if model_args.tokenizer_name else model_args.model_name_or_path,
        cache_dir=model_args.cache_dir,
    )
    model = AutoModelForMultipleChoice.from_pretrained(
        model_args.model_name_or_path,
        from_tf=bool("".ckpt"" in model_args.model_name_or_path),
        config=config,
        cache_dir=model_args.cache_dir,
    )

    # Get datasets
    train_dataset = (
        MultipleChoiceDataset(
            data_dir=data_args.data_dir,
            tokenizer=tokenizer,
            task=data_args.task_name,
            max_seq_length=data_args.max_seq_length,
            overwrite_cache=data_args.overwrite_cache,
            mode=Split.train,
        )
        if training_args.do_train
        else None
    )
    eval_dataset = (
        MultipleChoiceDataset(
            data_dir=data_args.data_dir,
            tokenizer=tokenizer,
            task=data_args.task_name,
            max_seq_length=data_args.max_seq_length,
            overwrite_cache=data_args.overwrite_cache,
            mode=Split.dev,
        )
        if training_args.do_eval
        else None
    )

    def compute_metrics(p: EvalPrediction) -> dict:
        preds = np.argmax(p.predictions, axis=1)
        return {""acc"": simple_accuracy(preds, p.label_ids)}

    # Data collator
    data_collator = DataCollatorWithPadding(tokenizer, pad_to_multiple_of=8) if training_args.fp16 else None

    # Initialize our Trainer
    trainer = Trainer(
        model=model,
        args=training_args,
        train_dataset=train_dataset,
        eval_dataset=eval_dataset,
        compute_metrics=compute_metrics,
        data_collator=data_collator,
    )

    # Training
    if training_args.do_train:
        trainer.train(
            model_path=model_args.model_name_or_path if os.path.isdir(model_args.model_name_or_path) else None
        )
        trainer.save_model()
        # For convenience, we also re-save the tokenizer to the same directory,
        # so that you can share your model easily on huggingface.co/models =)
        if trainer.is_world_master():
            tokenizer.save_pretrained(training_args.output_dir)

    # Evaluation
    results = {}
    if training_args.do_eval:
        logger.info(""*** Evaluate ***"")

        result = trainer.evaluate()

        output_eval_file = os.path.join(training_args.output_dir, ""eval_results.txt"")
        if trainer.is_world_master():
            with open(output_eval_file, ""w"") as writer:
                logger.info(""***** Eval results *****"")
                for key, value in result.items():
                    logger.info(""  %s = %s"", key, value)
                    writer.write(""{} = {}\n"".format(key, value))

                results.update(result)

    return results",,1,0,0,0,2,0,0,0,0,0,KeyError,ValueError ValueError,"raise ValueError(""Task not found: %s"" % (data_args.task_name))",0,0,0,"['except KeyError:\n        raise ValueError(""Task not found: %s"" % (data_args.task_name))']","def main():
    # See all possible arguments in src/transformers/training_args.py
    # or by passing the --help flag to this script.
    # We now keep distinct sets of args, for a cleaner separation of concerns.

    parser = HfArgumentParser((ModelArguments, DataTrainingArguments, TrainingArguments))
    model_args, data_args, training_args = parser.parse_args_into_dataclasses()

    if (
        os.path.exists(training_args.output_dir)
        and os.listdir(training_args.output_dir)
        and training_args.do_train
        and not training_args.overwrite_output_dir
    ):
        raise ValueError(
            f""Output directory ({training_args.output_dir}) already exists and is not empty. Use""
            "" --overwrite_output_dir to overcome.""
        )

    # Setup logging
    logging.basicConfig(
        format=""%(asctime)s - %(levelname)s - %(name)s - %(message)s"",
        datefmt=""%m/%d/%Y %H:%M:%S"",
        level=logging.INFO if training_args.local_rank in [-1, 0] else logging.WARN,
    )
    logger.warning(
        ""Process rank: %s, device: %s, n_gpu: %s, distributed training: %s, 16-bits training: %s"",
        training_args.local_rank,
        training_args.device,
        training_args.n_gpu,
        bool(training_args.local_rank != -1),
        training_args.fp16,
    )
    # Set the verbosity to info of the Transformers logger (on main process only):
    if is_main_process(training_args.local_rank):
        transformers.utils.logging.set_verbosity_info()
        transformers.utils.logging.enable_default_handler()
        transformers.utils.logging.enable_explicit_format()
    logger.info(""Training/evaluation parameters %s"", training_args)

    # Set seed
    set_seed(training_args.seed)

    processor = processors[data_args.task_name]()
        label_list = processor.get_labels()
        num_labels = len(label_list)

    # Load pretrained model and tokenizer
    #
    # Distributed training:
    # The .from_pretrained methods guarantee that only one local process can concurrently
    # download model & vocab.

    config = AutoConfig.from_pretrained(
        model_args.config_name if model_args.config_name else model_args.model_name_or_path,
        num_labels=num_labels,
        finetuning_task=data_args.task_name,
        cache_dir=model_args.cache_dir,
    )
    tokenizer = AutoTokenizer.from_pretrained(
        model_args.tokenizer_name if model_args.tokenizer_name else model_args.model_name_or_path,
        cache_dir=model_args.cache_dir,
    )
    model = AutoModelForMultipleChoice.from_pretrained(
        model_args.model_name_or_path,
        from_tf=bool("".ckpt"" in model_args.model_name_or_path),
        config=config,
        cache_dir=model_args.cache_dir,
    )

    # Get datasets
    train_dataset = (
        MultipleChoiceDataset(
            data_dir=data_args.data_dir,
            tokenizer=tokenizer,
            task=data_args.task_name,
            max_seq_length=data_args.max_seq_length,
            overwrite_cache=data_args.overwrite_cache,
            mode=Split.train,
        )
        if training_args.do_train
        else None
    )
    eval_dataset = (
        MultipleChoiceDataset(
            data_dir=data_args.data_dir,
            tokenizer=tokenizer,
            task=data_args.task_name,
            max_seq_length=data_args.max_seq_length,
            overwrite_cache=data_args.overwrite_cache,
            mode=Split.dev,
        )
        if training_args.do_eval
        else None
    )

    def compute_metrics(p: EvalPrediction) -> dict:
        preds = np.argmax(p.predictions, axis=1)
        return {""acc"": simple_accuracy(preds, p.label_ids)}

    # Data collator
    data_collator = DataCollatorWithPadding(tokenizer, pad_to_multiple_of=8) if training_args.fp16 else None

    # Initialize our Trainer
    trainer = Trainer(
        model=model,
        args=training_args,
        train_dataset=train_dataset,
        eval_dataset=eval_dataset,
        compute_metrics=compute_metrics,
        data_collator=data_collator,
    )

    # Training
    if training_args.do_train:
        trainer.train(
            model_path=model_args.model_name_or_path if os.path.isdir(model_args.model_name_or_path) else None
        )
        trainer.save_model()
        # For convenience, we also re-save the tokenizer to the same directory,
        # so that you can share your model easily on huggingface.co/models =)
        if trainer.is_world_master():
            tokenizer.save_pretrained(training_args.output_dir)

    # Evaluation
    results = {}
    if training_args.do_eval:
        logger.info(""*** Evaluate ***"")

        result = trainer.evaluate()

        output_eval_file = os.path.join(training_args.output_dir, ""eval_results.txt"")
        if trainer.is_world_master():
            with open(output_eval_file, ""w"") as writer:
                logger.info(""***** Eval results *****"")
                for key, value in result.items():
                    logger.info(""  %s = %s"", key, value)
                    writer.write(""{} = {}\n"".format(key, value))

                results.update(result)

    return results",transformers
/home/talescunha/Jairo/exception-miner-multi/projects/py/ansible/test/integration/targets/module_utils/library/test_cwd_unreadable.py,main,"def main():
    # This module verifies that AnsibleModule works when cwd exists but is unreadable.
    # This situation can occur when running tasks as an unprivileged user.

    try:
        cwd = os.getcwd()
    except OSError:
        # Compensate for macOS being unable to access cwd as an unprivileged user.
        # This test is a no-op in this case.
        # Testing for os.getcwd() failures is handled by the test_cwd_missing module.
        cwd = '/'
        os.chdir(cwd)

    module = AnsibleModule(argument_spec=dict())
    module.exit_json(before=cwd, after=os.getcwd())",,1,0,0,0,0,0,0,0,0,0,OSError,,"cwd = '/'
        os.chdir(cwd)",0,0,0,"[""except OSError:\n        # Compensate for macOS being unable to access cwd as an unprivileged user.\n        # This test is a no-op in this case.\n        # Testing for os.getcwd() failures is handled by the test_cwd_missing module.\n        cwd = '/'\n        os.chdir(cwd)""]","def main():
    # This module verifies that AnsibleModule works when cwd exists but is unreadable.
    # This situation can occur when running tasks as an unprivileged user.

    cwd = os.getcwd()

    module = AnsibleModule(argument_spec=dict())
    module.exit_json(before=cwd, after=os.getcwd())",ansible
/home/talescunha/Jairo/exception-miner-multi/projects/py/youtube-dl/youtube_dl/extractor/bbc.py,_download_media_selector,"def _download_media_selector(self, programme_id):
        last_exception = None
        for media_set in self._MEDIA_SETS:
            try:
                return self._download_media_selector_url(
                    self._MEDIA_SELECTOR_URL_TEMPL % (media_set, programme_id), programme_id)
            except BBCCoUkIE.MediaSelectionError as e:
                if e.id in ('notukerror', 'geolocation', 'selectionunavailable'):
                    last_exception = e
                    continue
                self._raise_extractor_error(e)
        self._raise_extractor_error(last_exception)",,1,0,0,0,0,0,0,0,0,1,BBCCoUkIE MediaSelectionError,,"if e.id in ('notukerror', 'geolocation', 'selectionunavailable'):
                    last_exception = e
                    continue
                self._raise_extractor_error(e)",0,0,0,"[""except BBCCoUkIE.MediaSelectionError as e:\n                if e.id in ('notukerror', 'geolocation', 'selectionunavailable'):\n                    last_exception = e\n                    continue\n                self._raise_extractor_error(e)""]","def _download_media_selector(self, programme_id):
        last_exception = None
        for media_set in self._MEDIA_SETS:
            return self._download_media_selector_url(
                    self._MEDIA_SELECTOR_URL_TEMPL % (media_set, programme_id), programme_id)
        self._raise_extractor_error(last_exception)",youtube-dl
/home/talescunha/Jairo/exception-miner-multi/projects/py/transformers/tests/test_image_transforms.py,test_id_to_rgb,"def test_id_to_rgb(self):
        # test int input
        self.assertEqual(id_to_rgb(16712829), [125, 4, 255])

        # test array input
        id_array = np.array([[10827477, 2608984, 8416412], [3064503, 5782153, 15303538]])
        color = np.array(
            [
                [
                    [213, 54, 165],
                    [88, 207, 39],
                    [156, 108, 128],
                ],
                [
                    [183, 194, 46],
                    [137, 58, 88],
                    [114, 131, 233],
                ],
            ]
        )
        self.assertTrue(np.allclose(id_to_rgb(id_array), color))",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,transformers
/home/talescunha/Jairo/exception-miner-multi/projects/py/transformers/src/transformers/models/mpnet/modeling_mpnet.py,forward,"def forward(
        self,
        input_ids: Optional[torch.LongTensor] = None,
        attention_mask: Optional[torch.FloatTensor] = None,
        position_ids: Optional[torch.LongTensor] = None,
        head_mask: Optional[torch.FloatTensor] = None,
        inputs_embeds: Optional[torch.FloatTensor] = None,
        labels: Optional[torch.LongTensor] = None,
        output_attentions: Optional[bool] = None,
        output_hidden_states: Optional[bool] = None,
        return_dict: Optional[bool] = None,
    ) -> Union[tuple[torch.Tensor], SequenceClassifierOutput]:
        r""""""
        labels (`torch.LongTensor` of shape `(batch_size,)`, *optional*):
            Labels for computing the sequence classification/regression loss. Indices should be in `[0, ...,
            config.num_labels - 1]`. If `config.num_labels == 1` a regression loss is computed (Mean-Square loss), If
            `config.num_labels > 1` a classification loss is computed (Cross-Entropy).
        """"""

        return_dict = return_dict if return_dict is not None else self.config.use_return_dict

        outputs = self.mpnet(
            input_ids,
            attention_mask=attention_mask,
            position_ids=position_ids,
            head_mask=head_mask,
            inputs_embeds=inputs_embeds,
            output_attentions=output_attentions,
            output_hidden_states=output_hidden_states,
            return_dict=return_dict,
        )
        sequence_output = outputs[0]
        logits = self.classifier(sequence_output)

        loss = None
        if labels is not None:
            if self.config.problem_type is None:
                if self.num_labels == 1:
                    self.config.problem_type = ""regression""
                elif self.num_labels > 1 and (labels.dtype == torch.long or labels.dtype == torch.int):
                    self.config.problem_type = ""single_label_classification""
                else:
                    self.config.problem_type = ""multi_label_classification""

            if self.config.problem_type == ""regression"":
                loss_fct = MSELoss()
                if self.num_labels == 1:
                    loss = loss_fct(logits.squeeze(), labels.squeeze())
                else:
                    loss = loss_fct(logits, labels)
            elif self.config.problem_type == ""single_label_classification"":
                loss_fct = CrossEntropyLoss()
                loss = loss_fct(logits.view(-1, self.num_labels), labels.view(-1))
            elif self.config.problem_type == ""multi_label_classification"":
                loss_fct = BCEWithLogitsLoss()
                loss = loss_fct(logits, labels)
        if not return_dict:
            output = (logits,) + outputs[2:]
            return ((loss,) + output) if loss is not None else output

        return SequenceClassifierOutput(
            loss=loss,
            logits=logits,
            hidden_states=outputs.hidden_states,
            attentions=outputs.attentions,
        )",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,transformers
/home/talescunha/Jairo/exception-miner-multi/projects/py/transformers/src/transformers/modeling_utils.py,tie_weights,"def tie_weights(self):
        """"""
        Recursively (for all submodels) tie all the weights of the model.
        """"""
        # Note that `self` is included in `self.modules` so we also apply to current PreTrainedModel with this call
        for module in self.modules():
            # If it's a PreTrainedModel, may need to tie the embeddings and/or encoder/decoder weights
            if isinstance(module, PreTrainedModel):
                module.tie_embeddings_and_encoder_decoder()
            # Additionally, if it has a custom `_tie_weights`, honor it
            if hasattr(module, ""_tie_weights""):
                module._tie_weights()",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,transformers
/home/talescunha/Jairo/exception-miner-multi/projects/py/django/django/db/models/fields/__init__.py,to_python,"def to_python(self, value):
        if value is None:
            return None
        if not isinstance(value, str):
            value = str(value)
        value = value.strip()
        if "":"" in value:
            return clean_ipv6_address(
                value, self.unpack_ipv4, self.error_messages[""invalid""]
            )
        return value",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,django
/home/talescunha/Jairo/exception-miner-multi/projects/py/transformers/src/transformers/integrations/tiktoken.py,convert_tiktoken_to_fast,"def convert_tiktoken_to_fast(encoding: Any, output_dir: str):
    """"""
    Converts given `tiktoken` encoding to `PretrainedTokenizerFast` and saves the configuration of converted tokenizer
    on disk.

    Args:
        encoding (`str` or `tiktoken.Encoding`):
            Tokenizer from `tiktoken` library. If `encoding` is `str`, the tokenizer will be loaded with
            `tiktoken.get_encoding(encoding)`.
        output_dir (`str`):
            Save path for converted tokenizer configuration file.
    """"""
    output_dir = Path(output_dir)
    output_dir.mkdir(exist_ok=True)

    save_file = output_dir / ""tiktoken"" / TIKTOKEN_VOCAB_FILE
    tokenizer_file = output_dir / TOKENIZER_FILE

    save_file_absolute = str(save_file.absolute())
    output_file_absolute = str(tokenizer_file.absolute())

    try:
        from tiktoken import get_encoding
        from tiktoken.load import dump_tiktoken_bpe

        if isinstance(encoding, str):
            encoding = get_encoding(encoding)

        dump_tiktoken_bpe(encoding._mergeable_ranks, save_file_absolute)
    except ImportError:
        raise ValueError(""`tiktoken` is required to save a `tiktoken` file. Install it with `pip install tiktoken`."")

    tokenizer = TikTokenConverter(
        vocab_file=save_file_absolute, pattern=encoding._pat_str, additional_special_tokens=encoding._special_tokens
    ).converted()
    tokenizer.save(output_file_absolute)",,1,0,0,0,1,0,0,0,0,0,ImportError,ValueError,"raise ValueError(""`tiktoken` is required to save a `tiktoken` file. Install it with `pip install tiktoken`."")",0,0,0,"['except ImportError:\n        raise ValueError(""`tiktoken` is required to save a `tiktoken` file. Install it with `pip install tiktoken`."")']","def convert_tiktoken_to_fast(encoding: Any, output_dir: str):
    """"""
    Converts given `tiktoken` encoding to `PretrainedTokenizerFast` and saves the configuration of converted tokenizer
    on disk.

    Args:
        encoding (`str` or `tiktoken.Encoding`):
            Tokenizer from `tiktoken` library. If `encoding` is `str`, the tokenizer will be loaded with
            `tiktoken.get_encoding(encoding)`.
        output_dir (`str`):
            Save path for converted tokenizer configuration file.
    """"""
    output_dir = Path(output_dir)
    output_dir.mkdir(exist_ok=True)

    save_file = output_dir / ""tiktoken"" / TIKTOKEN_VOCAB_FILE
    tokenizer_file = output_dir / TOKENIZER_FILE

    save_file_absolute = str(save_file.absolute())
    output_file_absolute = str(tokenizer_file.absolute())

    from tiktoken import get_encoding
        from tiktoken.load import dump_tiktoken_bpe

        if isinstance(encoding, str):
            encoding = get_encoding(encoding)

        dump_tiktoken_bpe(encoding._mergeable_ranks, save_file_absolute)

    tokenizer = TikTokenConverter(
        vocab_file=save_file_absolute, pattern=encoding._pat_str, additional_special_tokens=encoding._special_tokens
    ).converted()
    tokenizer.save(output_file_absolute)",transformers
/home/talescunha/Jairo/exception-miner-multi/projects/py/django/django/test/signals.py,storages_changed,"def storages_changed(*, setting, **kwargs):
    from django.contrib.staticfiles.storage import staticfiles_storage
    from django.core.files.storage import default_storage, storages

    if setting in (
        ""STORAGES"",
        ""STATIC_ROOT"",
        ""STATIC_URL"",
    ):
        try:
            del storages.backends
        except AttributeError:
            pass
        storages._backends = None
        storages._storages = {}

        default_storage._wrapped = empty
        staticfiles_storage._wrapped = empty",,1,1,0,0,0,0,0,0,0,0,AttributeError,,pass,0,0,0,['except AttributeError:\n            pass'],"def storages_changed(*, setting, **kwargs):
    from django.contrib.staticfiles.storage import staticfiles_storage
    from django.core.files.storage import default_storage, storages

    if setting in (
        ""STORAGES"",
        ""STATIC_ROOT"",
        ""STATIC_URL"",
    ):
        del storages.backends
        storages._backends = None
        storages._storages = {}

        default_storage._wrapped = empty
        staticfiles_storage._wrapped = empty",django
/home/talescunha/Jairo/exception-miner-multi/projects/py/python/strings/knuth_morris_pratt.py,get_failure_array,"def get_failure_array(pattern: str) -> list[int]:
    """"""
    Calculates the new index we should go to if we fail a comparison
    :param pattern:
    :return:
    """"""
    failure = [0]
    i = 0
    j = 1
    while j < len(pattern):
        if pattern[i] == pattern[j]:
            i += 1
        elif i > 0:
            i = failure[i - 1]
            continue
        j += 1
        failure.append(i)
    return failure",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,python
/home/talescunha/Jairo/exception-miner-multi/projects/py/ansible/lib/ansible/module_utils/six/__init__.py,_update_wrapper,"def _update_wrapper(wrapper, wrapped,
                        assigned=functools.WRAPPER_ASSIGNMENTS,
                        updated=functools.WRAPPER_UPDATES):
        for attr in assigned:
            try:
                value = getattr(wrapped, attr)
            except AttributeError:
                continue
            else:
                setattr(wrapper, attr, value)
        for attr in updated:
            getattr(wrapper, attr).update(getattr(wrapped, attr, {}))
        wrapper.__wrapped__ = wrapped
        return wrapper",,1,0,0,0,0,0,0,0,1,0,AttributeError,,continue,0,0,0,['except AttributeError:\n                continue'],"def _update_wrapper(wrapper, wrapped,
                        assigned=functools.WRAPPER_ASSIGNMENTS,
                        updated=functools.WRAPPER_UPDATES):
        for attr in assigned:
            value = getattr(wrapped, attr)
        for attr in updated:
            getattr(wrapper, attr).update(getattr(wrapped, attr, {}))
        wrapper.__wrapped__ = wrapped
        return wrapper",ansible
/home/talescunha/Jairo/exception-miner-multi/projects/py/transformers/tests/models/table_transformer/test_modeling_table_transformer.py,test_model_get_set_embeddings,"def test_model_get_set_embeddings(self):
        pass",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],,transformers
