file,function,func_body,str_uncaught_exceptions,n_try_except,n_try_pass,n_finally,n_generic_except,n_raise,n_captures_broad_raise,n_captures_try_except_raise,n_captures_misplaced_bare_raise,n_try_else,n_try_return,str_except_identifiers,str_raise_identifiers,str_except_block,n_nested_try,n_bare_except,n_bare_raise_finally,str_captures_except,str_code_without_try_except
/home/talescunha/TCC/exception-miner-multi/projects/py/llama_index/llama-index-integrations/readers/llama-index-readers-oxylabs/llama_index/readers/oxylabs/base.py,load_data,"def load_data(self, payload: dict[str, Any]) -> list[Document]:
        """"""
        Load data from Oxylabs API into the list of Documents.

        Args:
            payload (dict): Oxylabs API parameters as described
                [here](https://developers.oxylabs.io/scraper-apis/
                web-scraper-api/targets/generic-target#additional).

        Returns:
            List[Document]: List of documents.

        """"""
        response = self.get_response(payload)
        validated_responses = self._validate_response(response)

        return [self._get_document_from_response(validated_responses)]",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/migrationdiscovery/azure-mgmt-migrationdiscoverysap/azure/mgmt/migrationdiscoverysap/_serialization.py,_infer_class_models,"def _infer_class_models(cls):
        try:
            str_models = cls.__module__.rsplit(""."", 1)[0]
            models = sys.modules[str_models]
            client_models = {k: v for k, v in models.__dict__.items() if isinstance(v, type)}
            if cls.__name__ not in client_models:
                raise ValueError(""Not Autorest generated code"")
        except Exception:
            # Assume it's not Autorest generated (tests?). Add ourselves as dependencies.
            client_models = {cls.__name__: cls}
        return client_models",,1,0,0,1,1,0,0,0,0,0,Exception,ValueError,client_models = {cls.__name__: cls},0,0,0,"[""except Exception:\n            # Assume it's not Autorest generated (tests?). Add ourselves as dependencies.\n            client_models = {cls.__name__: cls}""]","def _infer_class_models(cls):
        str_models = cls.__module__.rsplit(""."", 1)[0]
            models = sys.modules[str_models]
            client_models = {k: v for k, v in models.__dict__.items() if isinstance(v, type)}
            if cls.__name__ not in client_models:
                raise ValueError(""Not Autorest generated code"")
        return client_models"
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/keyvault/azure-keyvault-certificates/azure/keyvault/certificates/_generated/_utils/serialization.py,serialize_iter,"def serialize_iter(self, data, iter_type, div=None, **kwargs):
        """"""Serialize iterable.

        Supported kwargs:
        - serialization_ctxt dict : The current entry of _attribute_map, or same format.
          serialization_ctxt['type'] should be same as data_type.
        - is_xml bool : If set, serialize as XML

        :param list data: Object to be serialized.
        :param str iter_type: Type of object in the iterable.
        :param str div: If set, this str will be used to combine the elements
         in the iterable into a combined string. Default is 'None'.
        Defaults to False.
        :rtype: list, str
        :return: serialized iterable
        """"""
        if isinstance(data, str):
            raise SerializationError(""Refuse str type as a valid iter type."")

        serialization_ctxt = kwargs.get(""serialization_ctxt"", {})
        is_xml = kwargs.get(""is_xml"", False)

        serialized = []
        for d in data:
            try:
                serialized.append(self.serialize_data(d, iter_type, **kwargs))
            except ValueError as err:
                if isinstance(err, SerializationError):
                    raise
                serialized.append(None)

        if kwargs.get(""do_quote"", False):
            serialized = ["""" if s is None else quote(str(s), safe="""") for s in serialized]

        if div:
            serialized = ["""" if s is None else str(s) for s in serialized]
            serialized = div.join(serialized)

        if ""xml"" in serialization_ctxt or is_xml:
            # XML serialization is more complicated
            xml_desc = serialization_ctxt.get(""xml"", {})
            xml_name = xml_desc.get(""name"")
            if not xml_name:
                xml_name = serialization_ctxt[""key""]

            # Create a wrap node if necessary (use the fact that Element and list have ""append"")
            is_wrapped = xml_desc.get(""wrapped"", False)
            node_name = xml_desc.get(""itemsName"", xml_name)
            if is_wrapped:
                final_result = _create_xml_node(xml_name, xml_desc.get(""prefix"", None), xml_desc.get(""ns"", None))
            else:
                final_result = []
            # All list elements to ""local_node""
            for el in serialized:
                if isinstance(el, ET.Element):
                    el_node = el
                else:
                    el_node = _create_xml_node(node_name, xml_desc.get(""prefix"", None), xml_desc.get(""ns"", None))
                    if el is not None:  # Otherwise it writes ""None"" :-p
                        el_node.text = str(el)
                final_result.append(el_node)
            return final_result
        return serialized",,1,0,0,0,2,0,0,0,0,0,ValueError,SerializationError,"if isinstance(err, SerializationError):
                    raise
                serialized.append(None)",0,0,0,"['except ValueError as err:\n                if isinstance(err, SerializationError):\n                    raise\n                serialized.append(None)']","def serialize_iter(self, data, iter_type, div=None, **kwargs):
        """"""Serialize iterable.

        Supported kwargs:
        - serialization_ctxt dict : The current entry of _attribute_map, or same format.
          serialization_ctxt['type'] should be same as data_type.
        - is_xml bool : If set, serialize as XML

        :param list data: Object to be serialized.
        :param str iter_type: Type of object in the iterable.
        :param str div: If set, this str will be used to combine the elements
         in the iterable into a combined string. Default is 'None'.
        Defaults to False.
        :rtype: list, str
        :return: serialized iterable
        """"""
        if isinstance(data, str):
            raise SerializationError(""Refuse str type as a valid iter type."")

        serialization_ctxt = kwargs.get(""serialization_ctxt"", {})
        is_xml = kwargs.get(""is_xml"", False)

        serialized = []
        for d in data:
            serialized.append(self.serialize_data(d, iter_type, **kwargs))

        if kwargs.get(""do_quote"", False):
            serialized = ["""" if s is None else quote(str(s), safe="""") for s in serialized]

        if div:
            serialized = ["""" if s is None else str(s) for s in serialized]
            serialized = div.join(serialized)

        if ""xml"" in serialization_ctxt or is_xml:
            # XML serialization is more complicated
            xml_desc = serialization_ctxt.get(""xml"", {})
            xml_name = xml_desc.get(""name"")
            if not xml_name:
                xml_name = serialization_ctxt[""key""]

            # Create a wrap node if necessary (use the fact that Element and list have ""append"")
            is_wrapped = xml_desc.get(""wrapped"", False)
            node_name = xml_desc.get(""itemsName"", xml_name)
            if is_wrapped:
                final_result = _create_xml_node(xml_name, xml_desc.get(""prefix"", None), xml_desc.get(""ns"", None))
            else:
                final_result = []
            # All list elements to ""local_node""
            for el in serialized:
                if isinstance(el, ET.Element):
                    el_node = el
                else:
                    el_node = _create_xml_node(node_name, xml_desc.get(""prefix"", None), xml_desc.get(""ns"", None))
                    if el is not None:  # Otherwise it writes ""None"" :-p
                        el_node.text = str(el)
                final_result.append(el_node)
            return final_result
        return serialized"
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/loganalytics/azure-mgmt-loganalytics/azure/mgmt/loganalytics/aio/operations/_shared_keys_operations.py,get_shared_keys,"async def get_shared_keys(self, resource_group_name: str, workspace_name: str, **kwargs: Any) -> _models.SharedKeys:
        """"""Gets the shared keys for a workspace.

        :param resource_group_name: The name of the resource group. The name is case insensitive.
         Required.
        :type resource_group_name: str
        :param workspace_name: The name of the workspace. Required.
        :type workspace_name: str
        :return: SharedKeys or the result of cls(response)
        :rtype: ~azure.mgmt.loganalytics.models.SharedKeys
        :raises ~azure.core.exceptions.HttpResponseError:
        """"""
        error_map: MutableMapping[int, Type[HttpResponseError]] = {
            401: ClientAuthenticationError,
            404: ResourceNotFoundError,
            409: ResourceExistsError,
            304: ResourceNotModifiedError,
        }
        error_map.update(kwargs.pop(""error_map"", {}) or {})

        _headers = kwargs.pop(""headers"", {}) or {}
        _params = case_insensitive_dict(kwargs.pop(""params"", {}) or {})

        api_version: str = kwargs.pop(""api_version"", _params.pop(""api-version"", ""2020-08-01""))
        cls: ClsType[_models.SharedKeys] = kwargs.pop(""cls"", None)

        _request = build_get_shared_keys_request(
            resource_group_name=resource_group_name,
            workspace_name=workspace_name,
            subscription_id=self._config.subscription_id,
            api_version=api_version,
            headers=_headers,
            params=_params,
        )
        _request.url = self._client.format_url(_request.url)

        _stream = False
        pipeline_response: PipelineResponse = await self._client._pipeline.run(  # pylint: disable=protected-access
            _request, stream=_stream, **kwargs
        )

        response = pipeline_response.http_response

        if response.status_code not in [200]:
            map_error(status_code=response.status_code, response=response, error_map=error_map)
            raise HttpResponseError(response=response, error_format=ARMErrorFormat)

        deserialized = self._deserialize(""SharedKeys"", pipeline_response.http_response)

        if cls:
            return cls(pipeline_response, deserialized, {})  # type: ignore

        return deserialized  # type: ignore",,0,0,0,0,1,0,0,0,0,0,,HttpResponseError,,0,0,0,[],
/home/talescunha/TCC/exception-miner-multi/projects/py/fastapi/tests/test_extra_routes.py,test_options,"def test_options():
    response = client.options(""/items/foo"")
    assert response.status_code == 200, response.text
    assert response.headers[""x-fastapi-item-id""] == ""foo""",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/iotfirmwaredefense/azure-mgmt-iotfirmwaredefense/azure/mgmt/iotfirmwaredefense/operations/_operations.py,update,"def update(
        self,
        resource_group_name: str,
        workspace_name: str,
        firmware_id: str,
        properties: Union[_models.FirmwareUpdateDefinition, JSON, IO[bytes]],
        **kwargs: Any
    ) -> _models.Firmware:
        """"""The operation to update firmware.

        :param resource_group_name: The name of the resource group. The name is case insensitive.
         Required.
        :type resource_group_name: str
        :param workspace_name: The name of the firmware analysis workspace. Required.
        :type workspace_name: str
        :param firmware_id: The id of the firmware. Required.
        :type firmware_id: str
        :param properties: Details of the firmware being created or updated. Is one of the following
         types: FirmwareUpdateDefinition, JSON, IO[bytes] Required.
        :type properties: ~azure.mgmt.iotfirmwaredefense.models.FirmwareUpdateDefinition or JSON or
         IO[bytes]
        :return: Firmware. The Firmware is compatible with MutableMapping
        :rtype: ~azure.mgmt.iotfirmwaredefense.models.Firmware
        :raises ~azure.core.exceptions.HttpResponseError:
        """"""
        error_map: MutableMapping = {
            401: ClientAuthenticationError,
            404: ResourceNotFoundError,
            409: ResourceExistsError,
            304: ResourceNotModifiedError,
        }
        error_map.update(kwargs.pop(""error_map"", {}) or {})

        _headers = case_insensitive_dict(kwargs.pop(""headers"", {}) or {})
        _params = kwargs.pop(""params"", {}) or {}

        content_type: Optional[str] = kwargs.pop(""content_type"", _headers.pop(""Content-Type"", None))
        cls: ClsType[_models.Firmware] = kwargs.pop(""cls"", None)

        content_type = content_type or ""application/json""
        _content = None
        if isinstance(properties, (IOBase, bytes)):
            _content = properties
        else:
            _content = json.dumps(properties, cls=SdkJSONEncoder, exclude_readonly=True)  # type: ignore

        _request = build_firmwares_update_request(
            resource_group_name=resource_group_name,
            workspace_name=workspace_name,
            firmware_id=firmware_id,
            subscription_id=self._config.subscription_id,
            content_type=content_type,
            api_version=self._config.api_version,
            content=_content,
            headers=_headers,
            params=_params,
        )
        path_format_arguments = {
            ""endpoint"": self._serialize.url(""self._config.base_url"", self._config.base_url, ""str"", skip_quote=True),
        }
        _request.url = self._client.format_url(_request.url, **path_format_arguments)

        _stream = kwargs.pop(""stream"", False)
        pipeline_response: PipelineResponse = self._client._pipeline.run(  # pylint: disable=protected-access
            _request, stream=_stream, **kwargs
        )

        response = pipeline_response.http_response

        if response.status_code not in [200]:
            if _stream:
                try:
                    response.read()  # Load the body in memory and close the socket
                except (StreamConsumedError, StreamClosedError):
                    pass
            map_error(status_code=response.status_code, response=response, error_map=error_map)
            error = _failsafe_deserialize(_models.ErrorResponse, response)
            raise HttpResponseError(response=response, model=error, error_format=ARMErrorFormat)

        if _stream:
            deserialized = response.iter_bytes()
        else:
            deserialized = _deserialize(_models.Firmware, response.json())

        if cls:
            return cls(pipeline_response, deserialized, {})  # type: ignore

        return deserialized  # type: ignore",,1,1,0,0,1,0,0,0,0,0,StreamConsumedError StreamClosedError,HttpResponseError,pass,0,0,0,"['except (StreamConsumedError, StreamClosedError):\n                    pass']","def update(
        self,
        resource_group_name: str,
        workspace_name: str,
        firmware_id: str,
        properties: Union[_models.FirmwareUpdateDefinition, JSON, IO[bytes]],
        **kwargs: Any
    ) -> _models.Firmware:
        """"""The operation to update firmware.

        :param resource_group_name: The name of the resource group. The name is case insensitive.
         Required.
        :type resource_group_name: str
        :param workspace_name: The name of the firmware analysis workspace. Required.
        :type workspace_name: str
        :param firmware_id: The id of the firmware. Required.
        :type firmware_id: str
        :param properties: Details of the firmware being created or updated. Is one of the following
         types: FirmwareUpdateDefinition, JSON, IO[bytes] Required.
        :type properties: ~azure.mgmt.iotfirmwaredefense.models.FirmwareUpdateDefinition or JSON or
         IO[bytes]
        :return: Firmware. The Firmware is compatible with MutableMapping
        :rtype: ~azure.mgmt.iotfirmwaredefense.models.Firmware
        :raises ~azure.core.exceptions.HttpResponseError:
        """"""
        error_map: MutableMapping = {
            401: ClientAuthenticationError,
            404: ResourceNotFoundError,
            409: ResourceExistsError,
            304: ResourceNotModifiedError,
        }
        error_map.update(kwargs.pop(""error_map"", {}) or {})

        _headers = case_insensitive_dict(kwargs.pop(""headers"", {}) or {})
        _params = kwargs.pop(""params"", {}) or {}

        content_type: Optional[str] = kwargs.pop(""content_type"", _headers.pop(""Content-Type"", None))
        cls: ClsType[_models.Firmware] = kwargs.pop(""cls"", None)

        content_type = content_type or ""application/json""
        _content = None
        if isinstance(properties, (IOBase, bytes)):
            _content = properties
        else:
            _content = json.dumps(properties, cls=SdkJSONEncoder, exclude_readonly=True)  # type: ignore

        _request = build_firmwares_update_request(
            resource_group_name=resource_group_name,
            workspace_name=workspace_name,
            firmware_id=firmware_id,
            subscription_id=self._config.subscription_id,
            content_type=content_type,
            api_version=self._config.api_version,
            content=_content,
            headers=_headers,
            params=_params,
        )
        path_format_arguments = {
            ""endpoint"": self._serialize.url(""self._config.base_url"", self._config.base_url, ""str"", skip_quote=True),
        }
        _request.url = self._client.format_url(_request.url, **path_format_arguments)

        _stream = kwargs.pop(""stream"", False)
        pipeline_response: PipelineResponse = self._client._pipeline.run(  # pylint: disable=protected-access
            _request, stream=_stream, **kwargs
        )

        response = pipeline_response.http_response

        if response.status_code not in [200]:
            if _stream:
                response.read()  # Load the body in memory and close the socket
            map_error(status_code=response.status_code, response=response, error_map=error_map)
            error = _failsafe_deserialize(_models.ErrorResponse, response)
            raise HttpResponseError(response=response, model=error, error_format=ARMErrorFormat)

        if _stream:
            deserialized = response.iter_bytes()
        else:
            deserialized = _deserialize(_models.Firmware, response.json())

        if cls:
            return cls(pipeline_response, deserialized, {})  # type: ignore

        return deserialized  # type: ignore"
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/servicefabric/azure-servicefabric/azure/servicefabric/operations/_service_fabric_client_ap_is_operations.py,update_application_upgrade,"def update_application_upgrade(
            self, application_id, application_upgrade_update_description, timeout=60, custom_headers=None, raw=False, **operation_config):
        """"""Updates an ongoing application upgrade in the Service Fabric cluster.

        Updates the parameters of an ongoing application upgrade from the ones
        specified at the time of starting the application upgrade. This may be
        required to mitigate stuck application upgrades due to incorrect
        parameters or issues in the application to make progress.

        :param application_id: The identity of the application. This is
         typically the full name of the application without the 'fabric:' URI
         scheme.
         Starting from version 6.0, hierarchical names are delimited with the
         ""~"" character.
         For example, if the application name is ""fabric:/myapp/app1"", the
         application identity would be ""myapp~app1"" in 6.0+ and ""myapp/app1"" in
         previous versions.
        :type application_id: str
        :param application_upgrade_update_description: Parameters for updating
         an existing application upgrade.
        :type application_upgrade_update_description:
         ~azure.servicefabric.models.ApplicationUpgradeUpdateDescription
        :param timeout: The server timeout for performing the operation in
         seconds. This timeout specifies the time duration that the client is
         willing to wait for the requested operation to complete. The default
         value for this parameter is 60 seconds.
        :type timeout: long
        :param dict custom_headers: headers that will be added to the request
        :param bool raw: returns the direct response alongside the
         deserialized response
        :param operation_config: :ref:`Operation configuration
         overrides<msrest:optionsforoperations>`.
        :return: None or ClientRawResponse if raw=true
        :rtype: None or ~msrest.pipeline.ClientRawResponse
        :raises:
         :class:`FabricErrorException<azure.servicefabric.models.FabricErrorException>`
        """"""
        api_version = ""6.0""

        # Construct URL
        url = self.update_application_upgrade.metadata['url']
        path_format_arguments = {
            'applicationId': self._serialize.url(""application_id"", application_id, 'str', skip_quote=True)
        }
        url = self._client.format_url(url, **path_format_arguments)

        # Construct parameters
        query_parameters = {}
        query_parameters['api-version'] = self._serialize.query(""api_version"", api_version, 'str')
        if timeout is not None:
            query_parameters['timeout'] = self._serialize.query(""timeout"", timeout, 'long', maximum=4294967295, minimum=1)

        # Construct headers
        header_parameters = {}
        header_parameters['Content-Type'] = 'application/json; charset=utf-8'
        if custom_headers:
            header_parameters.update(custom_headers)

        # Construct body
        body_content = self._serialize.body(application_upgrade_update_description, 'ApplicationUpgradeUpdateDescription')

        # Construct and send request
        request = self._client.post(url, query_parameters, header_parameters, body_content)
        response = self._client.send(request, stream=False, **operation_config)

        if response.status_code not in [200]:
            raise models.FabricErrorException(self._deserialize, response)

        if raw:
            client_raw_response = ClientRawResponse(None, response)
            return client_raw_response",,0,0,0,0,1,0,0,0,0,0,,,,0,0,0,[],
/home/talescunha/TCC/exception-miner-multi/projects/py/pytest/src/_pytest/config/__init__.py,_assertion_supported,"def _assertion_supported() -> bool:
    try:
        assert False
    except AssertionError:
        return True
    else:
        return False  # type: ignore[unreachable]",,1,0,0,0,0,0,0,0,1,0,AssertionError,,return True,0,0,0,['except AssertionError:\n        return True'],"def _assertion_supported() -> bool:
    assert False"
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/network/azure-mgmt-network/azure/mgmt/network/operations/_operations.py,_update_tags_initial,"def _update_tags_initial(
        self,
        resource_group_name: str,
        bastion_host_name: str,
        parameters: Union[_models.TagsObject, IO[bytes]],
        **kwargs: Any
    ) -> Iterator[bytes]:
        error_map: MutableMapping = {
            401: ClientAuthenticationError,
            404: ResourceNotFoundError,
            409: ResourceExistsError,
            304: ResourceNotModifiedError,
        }
        error_map.update(kwargs.pop(""error_map"", {}) or {})

        _headers = case_insensitive_dict(kwargs.pop(""headers"", {}) or {})
        _params = case_insensitive_dict(kwargs.pop(""params"", {}) or {})

        api_version: str = kwargs.pop(""api_version"", _params.pop(""api-version"", ""2024-07-01""))
        content_type: Optional[str] = kwargs.pop(""content_type"", _headers.pop(""Content-Type"", None))
        cls: ClsType[Iterator[bytes]] = kwargs.pop(""cls"", None)

        content_type = content_type or ""application/json""
        _json = None
        _content = None
        if isinstance(parameters, (IOBase, bytes)):
            _content = parameters
        else:
            _json = self._serialize.body(parameters, ""TagsObject"")

        _request = build_bastion_hosts_update_tags_request(
            resource_group_name=resource_group_name,
            bastion_host_name=bastion_host_name,
            subscription_id=self._config.subscription_id,
            api_version=api_version,
            content_type=content_type,
            json=_json,
            content=_content,
            headers=_headers,
            params=_params,
        )
        _request.url = self._client.format_url(_request.url)

        _decompress = kwargs.pop(""decompress"", True)
        _stream = True
        pipeline_response: PipelineResponse = self._client._pipeline.run(  # pylint: disable=protected-access
            _request, stream=_stream, **kwargs
        )

        response = pipeline_response.http_response

        if response.status_code not in [200, 202]:
            try:
                response.read()  # Load the body in memory and close the socket
            except (StreamConsumedError, StreamClosedError):
                pass
            map_error(status_code=response.status_code, response=response, error_map=error_map)
            raise HttpResponseError(response=response, error_format=ARMErrorFormat)

        deserialized = response.stream_download(self._client._pipeline, decompress=_decompress)

        if cls:
            return cls(pipeline_response, deserialized, {})  # type: ignore

        return deserialized  # type: ignore",,1,1,0,0,1,0,0,0,0,0,StreamConsumedError StreamClosedError,HttpResponseError,pass,0,0,0,"['except (StreamConsumedError, StreamClosedError):\n                pass']","def _update_tags_initial(
        self,
        resource_group_name: str,
        bastion_host_name: str,
        parameters: Union[_models.TagsObject, IO[bytes]],
        **kwargs: Any
    ) -> Iterator[bytes]:
        error_map: MutableMapping = {
            401: ClientAuthenticationError,
            404: ResourceNotFoundError,
            409: ResourceExistsError,
            304: ResourceNotModifiedError,
        }
        error_map.update(kwargs.pop(""error_map"", {}) or {})

        _headers = case_insensitive_dict(kwargs.pop(""headers"", {}) or {})
        _params = case_insensitive_dict(kwargs.pop(""params"", {}) or {})

        api_version: str = kwargs.pop(""api_version"", _params.pop(""api-version"", ""2024-07-01""))
        content_type: Optional[str] = kwargs.pop(""content_type"", _headers.pop(""Content-Type"", None))
        cls: ClsType[Iterator[bytes]] = kwargs.pop(""cls"", None)

        content_type = content_type or ""application/json""
        _json = None
        _content = None
        if isinstance(parameters, (IOBase, bytes)):
            _content = parameters
        else:
            _json = self._serialize.body(parameters, ""TagsObject"")

        _request = build_bastion_hosts_update_tags_request(
            resource_group_name=resource_group_name,
            bastion_host_name=bastion_host_name,
            subscription_id=self._config.subscription_id,
            api_version=api_version,
            content_type=content_type,
            json=_json,
            content=_content,
            headers=_headers,
            params=_params,
        )
        _request.url = self._client.format_url(_request.url)

        _decompress = kwargs.pop(""decompress"", True)
        _stream = True
        pipeline_response: PipelineResponse = self._client._pipeline.run(  # pylint: disable=protected-access
            _request, stream=_stream, **kwargs
        )

        response = pipeline_response.http_response

        if response.status_code not in [200, 202]:
            response.read()  # Load the body in memory and close the socket
            map_error(status_code=response.status_code, response=response, error_map=error_map)
            raise HttpResponseError(response=response, error_format=ARMErrorFormat)

        deserialized = response.stream_download(self._client._pipeline, decompress=_decompress)

        if cls:
            return cls(pipeline_response, deserialized, {})  # type: ignore

        return deserialized  # type: ignore"
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/apimanagement/azure-mgmt-apimanagement/generated_samples/api_management_list_workspace_notification_recipient_emails.py,main,"def main():
    client = ApiManagementClient(
        credential=DefaultAzureCredential(),
        subscription_id=""00000000-0000-0000-0000-000000000000"",
    )

    response = client.workspace_notification_recipient_email.list_by_notification(
        resource_group_name=""rg1"",
        service_name=""apimService1"",
        workspace_id=""wks1"",
        notification_name=""RequestPublisherNotificationMessage"",
    )
    print(response)",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/datafactory/azure-mgmt-datafactory/azure/mgmt/datafactory/_serialization.py,deserialize_data,"def deserialize_data(self, data, data_type):  # pylint: disable=too-many-return-statements
        """"""Process data for deserialization according to data type.

        :param str data: The response string to be deserialized.
        :param str data_type: The type to deserialize to.
        :raises: DeserializationError if deserialization fails.
        :return: Deserialized object.
        :rtype: object
        """"""
        if data is None:
            return data

        try:
            if not data_type:
                return data
            if data_type in self.basic_types.values():
                return self.deserialize_basic(data, data_type)
            if data_type in self.deserialize_type:
                if isinstance(data, self.deserialize_expected_types.get(data_type, tuple())):
                    return data

                is_a_text_parsing_type = lambda x: x not in [  # pylint: disable=unnecessary-lambda-assignment
                    ""object"",
                    ""[]"",
                    r""{}"",
                ]
                if isinstance(data, ET.Element) and is_a_text_parsing_type(data_type) and not data.text:
                    return None
                data_val = self.deserialize_type[data_type](data)
                return data_val

            iter_type = data_type[0] + data_type[-1]
            if iter_type in self.deserialize_type:
                return self.deserialize_type[iter_type](data, data_type[1:-1])

            obj_type = self.dependencies[data_type]
            if issubclass(obj_type, Enum):
                if isinstance(data, ET.Element):
                    data = data.text
                return self.deserialize_enum(data, obj_type)

        except (ValueError, TypeError, AttributeError) as err:
            msg = ""Unable to deserialize response data.""
            msg += "" Data: {}, {}"".format(data, data_type)
            raise DeserializationError(msg) from err
        return self._deserialize(obj_type, data)",,1,0,0,0,1,0,0,0,0,0,ValueError TypeError AttributeError,DeserializationError,"msg = ""Unable to deserialize response data.""
            msg += "" Data: {}, {}"".format(data, data_type)
            raise DeserializationError(msg) from err",0,0,0,"['except (ValueError, TypeError, AttributeError) as err:\n            msg = ""Unable to deserialize response data.""\n            msg += "" Data: {}, {}"".format(data, data_type)\n            raise DeserializationError(msg) from err']","def deserialize_data(self, data, data_type):  # pylint: disable=too-many-return-statements
        """"""Process data for deserialization according to data type.

        :param str data: The response string to be deserialized.
        :param str data_type: The type to deserialize to.
        :raises: DeserializationError if deserialization fails.
        :return: Deserialized object.
        :rtype: object
        """"""
        if data is None:
            return data

        if not data_type:
                return data
            if data_type in self.basic_types.values():
                return self.deserialize_basic(data, data_type)
            if data_type in self.deserialize_type:
                if isinstance(data, self.deserialize_expected_types.get(data_type, tuple())):
                    return data

                is_a_text_parsing_type = lambda x: x not in [  # pylint: disable=unnecessary-lambda-assignment
                    ""object"",
                    ""[]"",
                    r""{}"",
                ]
                if isinstance(data, ET.Element) and is_a_text_parsing_type(data_type) and not data.text:
                    return None
                data_val = self.deserialize_type[data_type](data)
                return data_val

            iter_type = data_type[0] + data_type[-1]
            if iter_type in self.deserialize_type:
                return self.deserialize_type[iter_type](data, data_type[1:-1])

            obj_type = self.dependencies[data_type]
            if issubclass(obj_type, Enum):
                if isinstance(data, ET.Element):
                    data = data.text
                return self.deserialize_enum(data, obj_type)
        return self._deserialize(obj_type, data)"
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/ml/azure-ai-ml/azure/ai/ml/_restclient/v2023_02_01_preview/models/_models_py3.py,__init__,"def __init__(self, *, properties: ""ScheduleProperties"", **kwargs):
        """"""
        :keyword properties: Required. [Required] Additional attributes of the entity.
        :paramtype properties: ~azure.mgmt.machinelearningservices.models.ScheduleProperties
        """"""
        super(Schedule, self).__init__(**kwargs)
        self.properties = properties",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],
/home/talescunha/TCC/exception-miner-multi/projects/py/azure-sdk-for-python/sdk/hybridnetwork/azure-mgmt-hybridnetwork/azure/mgmt/hybridnetwork/_serialization.py,_decode_attribute_map_key,"def _decode_attribute_map_key(key):
    """"""This decode a key in an _attribute_map to the actual key we want to look at
    inside the received data.

    :param str key: A key string from the generated code
    """"""
    return key.replace(""\\."", ""."")",,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,[],
